UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD
mysql       1409       1    1680  0   37 15:43 ?        00:00:00 /usr/sbin/mysqld
mysql       1409       1    1704  0   37 15:43 ?        00:00:00 /usr/sbin/mysqld
mysql       1409       1    1705  0   37 15:43 ?        00:00:00 /usr/sbin/mysqld
mysql       1409       1    1706  0   37 15:43 ?        00:00:00 /usr/sbin/mysqld
mysql       1409       1    1708  0   37 15:43 ?        00:00:00 /usr/sbin/mysqld
root        1410    1401    1410  0    4 15:43 ?        00:00:00 gdm-session-worker [pam/gdm-autologin]
root        1410    1401    1411  0    4 15:43 ?        00:00:00 gdm-session-worker [pam/gdm-autologin]
root        1410    1401    1412  0    4 15:43 ?        00:00:00 gdm-session-worker [pam/gdm-autologin]
root        1410    1401    1414  0    4 15:43 ?        00:00:00 gdm-session-worker [pam/gdm-autologin]
root        1416       2    1416  0    1 15:43 ?        00:00:00 [psimon]
rehan       1418       1    1418  0    1 15:43 ?        00:00:00 /usr/lib/systemd/systemd --user
rehan       1419    1418    1419  0    1 15:43 ?        00:00:00 (sd-pam)
rehan       1443    1418    1443  0    3 15:43 ?        00:00:00 /usr/bin/pipewire
rehan       1443    1418    1468  0    3 15:43 ?        00:00:00 /usr/bin/pipewire
rehan       1443    1418    1480  0    3 15:43 ?        00:00:00 /usr/bin/pipewire
rehan       1444    1418    1444  0    3 15:43 ?        00:00:00 /usr/bin/pipewire -c filter-chain.conf
rehan       1444    1418    1469  0    3 15:43 ?        00:00:00 /usr/bin/pipewire -c filter-chain.conf
rehan       1444    1418    1473  0    3 15:43 ?        00:00:00 /usr/bin/pipewire -c filter-chain.conf
rehan       1447    1418    1447  0    6 15:43 ?        00:00:00 /usr/bin/wireplumber
rehan       1447    1418    1470  0    6 15:43 ?        00:00:00 /usr/bin/wireplumber
rehan       1447    1418    1477  0    6 15:43 ?        00:00:00 /usr/bin/wireplumber
rehan       1447    1418    1478  0    6 15:43 ?        00:00:00 /usr/bin/wireplumber
rehan       1447    1418    1510  0    6 15:43 ?        00:00:00 /usr/bin/wireplumber
rehan       1447    1418    1512  0    6 15:43 ?        00:00:00 /usr/bin/wireplumber
rehan       1448    1418    1448  0    3 15:43 ?        00:00:00 /usr/bin/pipewire-pulse
rehan       1448    1418    1467  0    3 15:43 ?        00:00:00 /usr/bin/pipewire-pulse
rehan       1448    1418    1482  0    3 15:43 ?        00:00:00 /usr/bin/pipewire-pulse
rehan       1449    1418    1449  0    5 15:43 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
rehan       1449    1418    1456  0    5 15:43 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
rehan       1449    1418    1457  0    5 15:43 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
rehan       1449    1418    1458  0    5 15:43 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
rehan       1449    1418    1460  0    5 15:43 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
rehan       1455    1418    1455  0    1 15:43 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
rtkit       1471       1    1471  0    3 15:43 ?        00:00:00 /usr/libexec/rtkit-daemon
rtkit       1471       1    1492  0    3 15:43 ?        00:00:00 /usr/libexec/rtkit-daemon
rtkit       1471       1    1493  0    3 15:43 ?        00:00:00 /usr/libexec/rtkit-daemon
rehan       1489    1410    1489  0    4 15:43 tty2     00:00:00 /usr/libexec/gdm-wayland-session env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
rehan       1489    1410    1490  0    4 15:43 tty2     00:00:00 /usr/libexec/gdm-wayland-session env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
rehan       1489    1410    1491  0    4 15:43 tty2     00:00:00 /usr/libexec/gdm-wayland-session env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
rehan       1489    1410    1494  0    4 15:43 tty2     00:00:00 /usr/libexec/gdm-wayland-session env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
rehan       1495    1489    1495  0    4 15:43 tty2     00:00:00 /usr/libexec/gnome-session-binary --session=ubuntu
rehan       1495    1489    1575  0    4 15:43 tty2     00:00:00 /usr/libexec/gnome-session-binary --session=ubuntu
rehan       1495    1489    1576  0    4 15:43 tty2     00:00:00 /usr/libexec/gnome-session-binary --session=ubuntu
rehan       1495    1489    1577  0    4 15:43 tty2     00:00:00 /usr/libexec/gnome-session-binary --session=ubuntu
rehan       1500    1418    1500  0    7 15:43 ?        00:00:00 /usr/libexec/xdg-document-portal
rehan       1500    1418    1521  0    7 15:43 ?        00:00:00 /usr/libexec/xdg-document-portal
rehan       1500    1418    1522  0    7 15:43 ?        00:00:00 /usr/libexec/xdg-document-portal
rehan       1500    1418    1523  0    7 15:43 ?        00:00:00 /usr/libexec/xdg-document-portal
rehan       1500    1418    1542  0    7 15:43 ?        00:00:00 /usr/libexec/xdg-document-portal
rehan       1500    1418    1547  0    7 15:43 ?        00:00:00 /usr/libexec/xdg-document-portal
rehan       1500    1418    1549  0    7 15:43 ?        00:00:00 /usr/libexec/xdg-document-portal
rehan       1526    1418    1526  0    4 15:43 ?        00:00:00 /usr/libexec/xdg-permission-store
rehan       1526    1418    1535  0    4 15:43 ?        00:00:00 /usr/libexec/xdg-permission-store
rehan       1526    1418    1536  0    4 15:43 ?        00:00:00 /usr/libexec/xdg-permission-store
rehan       1526    1418    1538  0    4 15:43 ?        00:00:00 /usr/libexec/xdg-permission-store
root        1543    1500    1543  0    1 15:43 ?        00:00:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
rehan       1583    1418    1583  0    3 15:43 ?        00:00:00 /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
rehan       1583    1418    1597  0    3 15:43 ?        00:00:00 /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
rehan       1583    1418    1598  0    3 15:43 ?        00:00:00 /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
rehan       1589    1418    1589  0    2 15:43 ?        00:00:00 /usr/libexec/gnome-session-ctl --monitor
rehan       1589    1418    1600  0    2 15:43 ?        00:00:00 /usr/libexec/gnome-session-ctl --monitor
rehan       1608    1418    1608  0    4 15:43 ?        00:00:00 /usr/libexec/gvfsd
rehan       1608    1418    1611  0    4 15:43 ?        00:00:00 /usr/libexec/gvfsd
rehan       1608    1418    1612  0    4 15:43 ?        00:00:00 /usr/libexec/gvfsd
rehan       1608    1418    1614  0    4 15:43 ?        00:00:00 /usr/libexec/gvfsd
root        1613       2    1613  0    1 15:43 ?        00:00:00 [krfcommd]
rehan       1617    1418    1617  0    7 15:43 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
rehan       1617    1418    1621  0    7 15:43 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
rehan       1617    1418    1622  0    7 15:43 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
rehan       1617    1418    1623  0    7 15:43 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
rehan       1617    1418    1624  0    7 15:43 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
rehan       1617    1418    1625  0    7 15:43 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
rehan       1617    1418    1626  0    7 15:43 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
rehan       1620    1418    1620  0    5 15:43 ?        00:00:00 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
rehan       1620    1418    1627  0    5 15:43 ?        00:00:00 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
rehan       1620    1418    1628  0    5 15:43 ?        00:00:00 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
rehan       1620    1418    1630  0    5 15:43 ?        00:00:00 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
rehan       1620    1418    1632  0    5 15:43 ?        00:00:00 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
rehan       1659    1620    1659  0    5 15:43 ?        00:00:00 /usr/libexec/at-spi-bus-launcher --launch-immediately
rehan       1659    1620    1668  0    5 15:43 ?        00:00:00 /usr/libexec/at-spi-bus-launcher --launch-immediately
rehan       1659    1620    1669  0    5 15:43 ?        00:00:00 /usr/libexec/at-spi-bus-launcher --launch-immediately
rehan       1659    1620    1670  0    5 15:43 ?        00:00:00 /usr/libexec/at-spi-bus-launcher --launch-immediately
rehan       1659    1620    1672  0    5 15:43 ?        00:00:00 /usr/libexec/at-spi-bus-launcher --launch-immediately
rehan       1660    1418    1660  4   24 15:43 ?        00:01:28 /usr/bin/gnome-shell
rehan       1660    1418    1682  0   24 15:43 ?        00:00:00 /usr/bin/gnome-shell
rehan       1660    1418    1683  0   24 15:43 ?        00:00:00 /usr/bin/gnome-shell
rehan       1660    1418    1685  0   24 15:43 ?        00:00:02 /usr/bin/gnome-shell
rehan       1660    1418    1687  0   24 15:43 ?        00:00:00 /usr/bin/gnome-shell
rehan       1660    1418    1688  0   24 15:43 ?        00:00:00 /usr/bin/gnome-shell
rehan       1660    1418    1689  0   24 15:43 ?        00:00:00 /usr/bin/gnome-shell
rehan       1660    1418    1690  0   24 15:43 ?        00:00:00 /usr/bin/gnome-shell
rehan       1660    1418    1691  0   24 15:43 ?        00:00:00 /usr/bin/gnome-shell
rehan       1660    1418    1692  0   24 15:43 ?        00:00:00 /usr/bin/gnome-shell
rehan       1660    1418    1693  0   24 15:43 ?        00:00:00 /usr/bin/gnome-shell
rehan       1660    1418    1694  0   24 15:43 ?        00:00:00 /usr/bin/gnome-shell
rehan       1660    1418    1695  0   24 15:43 ?        00:00:00 /usr/bin/gnome-shell
rehan       1660    1418    1724  1   24 15:43 ?        00:00:20 /usr/bin/gnome-shell
rehan       1660    1418    1726  0   24 15:43 ?        00:00:00 /usr/bin/gnome-shell
rehan       1660    1418    1727  0   24 15:43 ?        00:00:00 /usr/bin/gnome-shell
rehan       1660    1418    1734  0   24 15:43 ?        00:00:00 /usr/bin/gnome-shell
rehan       1660    1418    1735  0   24 15:43 ?        00:00:00 /usr/bin/gnome-shell
rehan       1660    1418    1738  0   24 15:43 ?        00:00:00 /usr/bin/gnome-shell
rehan       1660    1418    1739  0   24 15:43 ?        00:00:00 /usr/bin/gnome-shell
rehan       1660    1418    1740  0   24 15:43 ?        00:00:13 /usr/bin/gnome-shell
rehan       1660    1418    2122  0   24 15:43 ?        00:00:00 /usr/bin/gnome-shell
rehan       1660    1418    2170  0   24 15:43 ?        00:00:00 /usr/bin/gnome-shell
rehan       1660    1418    3868  0   24 16:13 ?        00:00:00 /usr/bin/gnome-shell
rehan       1674    1659    1674  0    1 15:43 ?        00:00:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus
rehan       1753    1418    1753  0    4 15:43 ?        00:00:00 /usr/libexec/at-spi2-registryd --use-gnome-session
rehan       1753    1418    1755  0    4 15:43 ?        00:00:00 /usr/libexec/at-spi2-registryd --use-gnome-session
rehan       1753    1418    1756  0    4 15:43 ?        00:00:00 /usr/libexec/at-spi2-registryd --use-gnome-session
rehan       1753    1418    1757  0    4 15:43 ?        00:00:00 /usr/libexec/at-spi2-registryd --use-gnome-session
colord      1754       1    1754  0    4 15:43 ?        00:00:00 /usr/libexec/colord
colord      1754       1    1759  0    4 15:43 ?        00:00:00 /usr/libexec/colord
colord      1754       1    1760  0    4 15:43 ?        00:00:00 /usr/libexec/colord
colord      1754       1    1762  0    4 15:43 ?        00:00:00 /usr/libexec/colord
rehan       1786    1418    1786  0    7 15:43 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
rehan       1786    1418    1788  0    7 15:43 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
rehan       1786    1418    1789  0    7 15:43 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
rehan       1786    1418    1791  0    7 15:43 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
rehan       1786    1418    1792  0    7 15:43 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
rehan       1786    1418    1793  0    7 15:43 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
rehan       1786    1418    2071  0    7 15:43 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
rehan       1794    1418    1794  0    5 15:43 ?        00:00:00 /usr/libexec/evolution-source-registry
rehan       1794    1418    1797  0    5 15:43 ?        00:00:00 /usr/libexec/evolution-source-registry
rehan       1794    1418    1798  0    5 15:43 ?        00:00:00 /usr/libexec/evolution-source-registry
rehan       1794    1418    1799  0    5 15:43 ?        00:00:00 /usr/libexec/evolution-source-registry
rehan       1794    1418    1801  0    5 15:43 ?        00:00:00 /usr/libexec/evolution-source-registry
rehan       1803    1418    1803  0   12 15:43 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
rehan       1803    1418    1808  0   12 15:43 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
rehan       1803    1418    1809  0   12 15:43 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
rehan       1803    1418    1812  0   12 15:43 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
rehan       1803    1418    1816  0   12 15:43 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
rehan       1803    1418    1817  0   12 15:43 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
rehan       1803    1418    1818  0   12 15:43 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
rehan       1803    1418    1819  0   12 15:43 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
rehan       1803    1418    1820  0   12 15:43 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
rehan       1803    1418    1821  0   12 15:43 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
rehan       1803    1418    1822  0   12 15:43 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
